,nb_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,num_stars,cluster
1294,1213959,False,1.0,0.3,1.0,0.6666666666666666,False,False,1.0,0.0,0.75,4.625,False,False,0.0,False,False,0.0,1
1295,1216866,False,0.9997983732705804,0.4,2.0,0.25,False,True,2.0,0.0,1.0,2.0,False,True,4.0,False,False,1.0,1
1296,1218461,False,0.8972657679171415,0.6666666666666666,1.0,0.1,False,False,1.0,0.0,0.7857142857142857,10.5,False,False,3.0,False,False,1.0,1
1297,1218887,False,0.6638028153169442,0.3220338983050847,2.0,0.0,False,True,1.0,0.03389830508474576,0.8727272727272727,4.327272727272727,False,True,5.0,False,False,12.0,1
1298,1218911,False,0.6015414549212741,0.6842105263157895,1.0,0.07692307692307693,False,False,1.0,0.0,0.9411764705882352,1.9411764705882355,False,False,0.0,False,False,0.0,1
1299,1219866,False,1.0,0.3666666666666665,1.0,0.4545454545454545,False,True,1.0,0.1,0.76,13.16,False,False,1.0,False,False,0.0,1
1300,1219980,False,0.5809788849154887,0.8461538461538461,1.0,0.2727272727272727,True,True,2.0,0.0,0.8,4.0,True,False,0.0,False,False,0.0,1
1301,1220426,False,0.7264273142045768,1.0,1.0,0.8,False,True,2.0,0.0,0.5,95.25,True,False,0.0,False,False,0.0,0
1302,1222678,False,0.6015414549212741,0.42857142857142855,1.0,1.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False,False,0.0,1
1303,1222731,False,1.0,0.625,0.0,0.0,False,True,1.0,0.0,0.8571428571428571,6.142857142857142,False,True,1.0,False,False,0.0,1
1304,1223386,False,0.999005314747384,0.7647058823529411,1.0,0.6153846153846154,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False,False,0.0,1
1305,1224368,False,0.5809788849154887,0.5,1.0,0.0,True,True,1.0,0.0,1.0,0.0,False,False,7.0,False,False,0.0,1
1306,1224598,False,0.6015414549212741,0.0,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False,False,0.0,1
1307,1224654,False,0.3172227956248948,0.5,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,1.0,False,False,6.0,1
1308,1226135,False,0.8962940068655451,0.0,2.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False,False,3.0,1
1309,1226440,False,0.99741139895488,0.28125,1.0,0.0,False,False,1.0,0.03125,0.76,21.72,True,True,4.0,False,True,0.0,3
1310,1227795,False,1.0,0.21052631578947367,1.0,0.0,False,True,1.0,0.0,0.8823529411764706,4.823529411764706,False,False,0.0,False,False,0.0,1
1311,1228409,False,0.9972518010390058,0.7777777777777778,1.0,0.0,False,False,1.0,0.0,1.0,1.28,False,False,0.0,False,False,0.0,1
1312,1228667,False,0.966259870782484,0.625,5.0,0.0,False,False,2.0,0.0,1.0,1.0,False,False,0.0,False,False,0.0,1
1313,1229218,False,0.99792539519152,0.4,4.0,0.0,False,True,1.0,0.0,1.0,1.25,False,True,0.0,False,False,0.0,1
1314,1229219,False,0.99792539519152,0.4,4.0,0.0,False,True,2.0,0.0,1.0,1.25,False,True,0.0,False,False,0.0,1
1315,1229975,False,1.0,0.2222222222222222,1.0,0.0,False,True,1.0,0.0,0.9375,1.625,False,False,0.0,False,False,0.0,1
1316,1230352,False,1.0,0.16666666666666666,1.0,1.0,False,False,2.0,0.0,1.0,2.0,False,False,0.0,False,False,0.0,1
