,nb_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test
118,19585,False,0.9997307424486274,0.5454545454545454,1.0,0.0,False,True,1.0,0.0,1.0,1.2222222222222223,False,False,10.0,False
120,19705,False,0.9733551957368312,0.75,1.0,0.7777777777777778,False,True,2.0,0.0,1.0,1.0,False,False,0.0,False
123,19890,False,0.9994900791011856,0.8,1.0,0.5,False,True,1.0,0.0,0.75,2.75,True,True,6.0,False
125,20132,False,0.9635840609523764,0.5,1.0,0.0,False,True,1.0,0.05555555555555555,0.75,5.375,False,False,0.0,False
132,21889,False,0.997840434172238,0.4230769230769231,1.0,0.0,False,True,1.0,0.4230769230769231,0.5714285714285714,12.357142857142858,True,True,3.0,False
139,23279,False,0.9977767537007272,0.2222222222222222,1.0,1.0,True,True,1.0,0.0,1.0,13.285714285714285,False,False,0.0,False
140,23582,False,0.1364217502478735,0.4444444444444444,1.0,0.0,False,True,3.0,0.0,0.3333333333333333,10.333333333333334,True,False,1.0,False
143,24355,False,0.9997307424486274,0.13636363636363635,1.0,0.6666666666666666,False,True,1.0,0.0,0.75,17.125,True,False,1.0,False
150,25057,False,0.9997307424486274,0.0,1.0,0.0,False,True,1.0,0.6666666666666666,1.0,0.0,False,True,10.0,False
152,25521,False,1.0,0.375,0.0,0.0,True,False,1.0,0.125,1.0,1.0,False,True,0.0,False
153,25648,False,1.0,0.375,0.0,0.0,True,False,1.0,0.125,1.0,1.0,False,True,0.0,False
154,26250,False,0.22617438396500955,0.6470588235294118,0.0,0.2727272727272727,False,True,2.0,0.05882352941176471,0.7333333333333333,4.666666666666667,False,False,5.0,False
169,27993,False,0.7141299071007031,0.5384615384615384,1.0,0.14285714285714285,False,False,1.0,0.0,1.0,1.181818181818182,False,True,2.0,False
176,29159,False,1.0,0.2352941176470588,1.0,0.0,False,True,1.0,0.0,1.0,1.2,False,False,0.0,False
178,29551,False,1.0,0.625,1.0,0.4666666666666667,False,True,1.0,0.020833333333333332,0.9333333333333332,7.444444444444445,False,False,1.0,False
179,29663,False,0.7141299071007031,0.5384615384615384,1.0,0.14285714285714285,False,False,1.0,0.0,1.0,1.0909090909090908,False,True,2.0,False
192,31235,False,1.0,0.0,1.0,0.0,False,True,1.0,1.0,1.0,0.0,False,True,1.0,False
194,31530,False,0.6944021417555023,0.5,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,1.0,False
195,31607,False,0.08821616833610042,0.0,1.0,0.0,True,True,1.0,0.0,1.0,1.0,False,False,0.0,False
196,31840,False,0.048609660864423095,0.5,2.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False
198,32852,False,0.3549013047842088,0.8,1.0,0.0,False,False,2.0,0.0,1.0,28.0,False,False,0.0,False
208,35227,False,0.5443283201631405,0.21428571428571427,1.0,0.0,False,True,1.0,0.0,0.8461538461538461,6.6923076923076925,False,True,9.0,False
215,36178,False,0.9085572112577446,0.125,1.0,1.0,True,False,1.0,0.0,1.0,7.833333333333332,False,False,1.0,False
217,36536,False,0.4621850951088553,0.5,20.0,0.0,True,True,2.0,0.16666666666666666,0.75,2.25,False,False,3.0,False
218,36983,False,0.8972657679171415,0.6666666666666666,1.0,0.0,False,False,1.0,0.1111111111111111,1.0,1.1666666666666667,False,False,5.0,False
223,37408,False,0.9998109291718102,0.5,1.0,0.0,False,False,1.0,0.0,1.0,7.0,False,False,0.0,False
224,37409,False,0.9998109291718102,0.5,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
228,38398,False,1.0,0.14285714285714285,1.0,1.0,False,True,1.0,0.14285714285714285,0.9,3.6,False,True,0.0,False
236,39525,False,0.9703145467777148,0.5,2.0,0.9166666666666666,False,True,1.0,0.0,0.9090909090909092,2.409090909090909,False,False,0.0,False
242,40819,False,0.9708065314200892,0.5,1.0,0.2075471698113208,False,False,1.0,0.0,0.9134615384615384,14.548076923076925,False,True,2.0,False
251,41735,False,0.8962940068655451,0.16666666666666666,2.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
253,42362,False,0.9613244132648796,0.3333333333333333,1.0,0.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False
265,45010,False,1.0,0.2777777777777778,1.0,0.8,False,False,2.0,0.0,1.0,6.1111111111111125,False,False,0.0,False
266,45107,False,0.29055873942500504,0.14285714285714285,2.0,0.5,False,True,2.0,0.5714285714285714,0.75,5.5,False,True,1.0,False
272,46028,False,0.06832193188356821,0.5454545454545454,1.0,0.0,False,True,1.0,0.0,0.8,9.7,False,False,5.0,False
275,46583,True,0.7264195182301627,0.6666666666666666,1.0,0.0,False,True,1.0,0.0,1.0,1.0,True,True,9.0,False
285,49310,False,0.07009293506037906,0.8,3.0,0.0,False,True,1.0,0.0,0.6666666666666666,26.33333333333333,True,True,0.0,False
286,49381,False,1.0,0.2727272727272727,1.0,0.0,False,True,2.0,0.3636363636363637,1.0,3.6666666666666665,False,False,0.0,False
287,49448,False,1.0,0.5945945945945946,1.0,0.0,True,True,1.0,0.0,1.0,1.7692307692307692,False,False,0.0,False
288,49674,False,1.0,0.5945945945945946,1.0,0.0,False,True,1.0,0.0,1.0,1.7692307692307692,False,False,0.0,False
296,51702,False,0.6944021417555023,1.0,1.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,1.0,False
299,51873,False,1.0,0.0,1.0,0.0,False,True,1.0,1.0,1.0,0.0,False,False,0.0,False
309,54094,False,0.9446734159000976,0.375,1.0,0.0,False,False,3.0,0.0,0.6,5.8,False,False,2.0,False
317,54917,False,0.9613244132648796,0.5714285714285714,1.0,0.5,False,True,2.0,0.0,1.0,1.0,False,False,1.0,False
318,55074,False,0.9915626765554136,0.5,1.0,0.0,False,False,1.0,0.0,0.0,2.0,True,False,0.0,False
329,56928,False,1.0,0.35294117647058826,1.0,0.0,False,True,1.0,0.05882352941176471,1.0,2.357142857142857,True,False,1.0,False
344,58796,False,0.9635840609523764,0.4375,1.0,0.0,False,True,1.0,0.0,0.8666666666666667,26.13333333333333,False,False,0.0,False
345,58812,False,0.3172227956248948,0.5,1.0,0.0,False,False,2.0,0.0,1.0,0.0,False,False,0.0,False
348,59446,False,0.7141299071007031,0.4074074074074074,1.0,0.3636363636363637,False,True,2.0,0.0,1.0,1.8,False,True,0.0,False
368,64715,False,0.7141299071007031,0.0,1.0,0.0,False,False,1.0,0.0,1.0,1.0,False,True,0.0,False
369,64927,False,1.0,0.5,0.0,1.0,False,True,1.0,0.0,1.0,0.0,False,True,1.0,False
371,65088,False,1.0,0.5,0.0,1.0,False,True,1.0,0.0,1.0,0.0,False,True,1.0,False
376,65810,False,1.0,0.8,1.0,0.0,False,True,1.0,0.0,1.0,9.0,False,False,26.0,False
380,66122,False,0.9968516206149479,0.3333333333333333,1.0,1.0,False,True,1.0,0.0,1.0,1.5,False,False,0.0,False
384,67760,True,0.7264195182301627,0.09523809523809523,1.0,0.0,False,True,1.0,0.8095238095238095,1.0,1.0,False,True,6.0,False
386,67822,True,0.7264195182301627,0.09523809523809523,1.0,0.0,False,True,1.0,0.8095238095238095,1.0,1.0,False,True,6.0,False
396,69898,False,1.0,0.4666666666666667,1.0,0.7142857142857143,True,False,1.0,0.0,1.0,1.0,False,False,0.0,False
403,70953,False,0.9054510068055251,0.5,1.0,0.5,True,True,1.0,0.0,1.0,11.333333333333336,False,False,1.0,False
404,70954,False,0.9054510068055251,0.5,1.0,0.5,True,True,1.0,0.0,1.0,11.333333333333336,False,False,1.0,False
405,70955,False,0.9054510068055251,0.5,1.0,0.5,True,True,1.0,0.0,1.0,11.333333333333336,False,False,1.0,False
406,71053,False,0.7264273142045768,0.8,1.0,0.0,False,True,1.0,0.0,0.75,60.75,False,False,9.0,False
407,71054,False,0.7264273142045768,0.8,1.0,0.0,False,True,1.0,0.0,0.75,62.25,False,False,9.0,False
410,71254,False,0.7141299071007031,0.1176470588235294,1.0,0.0,False,True,2.0,0.0,0.9333333333333332,6.266666666666668,False,True,3.0,False
419,74546,False,1.0,0.0,1.0,0.0,False,True,1.0,0.0,1.0,0.0,False,False,0.0,False
435,77848,False,0.8168671744657715,0.2631578947368421,1.0,0.2,False,True,1.0,0.2631578947368421,0.8888888888888888,2.2222222222222223,False,True,1.0,False
442,78586,False,0.99792539519152,0.2,4.0,0.0,False,True,1.0,0.0,1.0,3.5,True,False,0.0,False
443,78641,False,0.966259870782484,0.6153846153846154,5.0,0.125,False,False,2.0,0.0,1.0,1.0,False,False,0.0,False
459,80914,False,0.7264273142045768,1.0,1.0,1.0,False,True,1.0,0.0,0.75,64.75,False,False,0.0,False
461,81576,False,0.9881545161822292,0.6666666666666666,1.0,0.0,False,True,1.0,0.0,1.0,2.0,False,False,0.0,False
462,81577,False,0.9881545161822292,0.6666666666666666,1.0,0.0,False,True,1.0,0.0,1.0,2.0,False,False,0.0,False
469,82871,False,0.966259870782484,0.0,5.0,0.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False
475,83609,False,0.6015414549212741,0.3333333333333333,1.0,0.8333333333333334,False,False,1.0,0.0,1.0,1.3125,True,True,0.0,False
480,84014,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,6.0,False
481,84242,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,6.0,False
483,84415,False,0.9817958717138441,0.6666666666666666,1.0,0.0,False,True,2.0,0.0,1.0,2.2857142857142856,False,False,0.0,False
498,85938,False,0.9054510068055251,0.6,1.0,0.3333333333333333,True,True,1.0,0.0,1.0,10.0,False,False,1.0,False
499,86026,False,1.0,0.6666666666666666,1.0,0.5,False,True,2.0,0.0,0.0,1.0,False,False,0.0,False
500,86212,False,1.0,0.2272727272727273,1.0,0.0,False,True,1.0,0.0,0.95,3.0,False,True,0.0,False
515,89866,False,0.3172227956248948,0.14285714285714285,1.0,0.0,False,True,1.0,0.14285714285714285,1.0,1.0,False,False,5.0,False
519,91344,False,0.6313558289682056,0.0,1.0,0.0,False,True,1.0,0.5909090909090909,1.0,0.0,False,True,11.0,False
521,91827,False,1.0,0.4642857142857143,2.0,0.0,False,True,7.0,0.0,1.0,1.0,False,False,13.0,False
522,91990,False,0.9733551957368312,0.375,1.0,0.6666666666666666,False,True,3.0,0.0,1.0,2.0,False,False,2.0,False
524,92257,False,0.9926738337566118,0.6363636363636364,1.0,0.5714285714285714,False,True,3.0,0.0,0.9,2.7,True,True,1.0,False
530,93609,False,0.9972518010390058,0.7666666666666667,1.0,0.0,False,False,1.0,0.03333333333333333,0.96,1.96,False,False,0.0,False
531,93749,False,0.9703080182303676,0.4,1.0,0.0,False,False,1.0,0.0,1.0,19.666666666666668,False,False,7.0,False
539,95551,False,0.029943930572580806,0.13333333333333333,2.0,0.0,False,True,2.0,0.13333333333333333,0.8333333333333334,20.08333333333333,False,False,18.0,False
546,97936,False,0.9997307424486274,0.5652173913043478,1.0,0.3076923076923077,False,True,1.0,0.0,0.6842105263157895,21.684210526315788,True,False,14.0,False
551,98978,False,1.0,0.6,1.0,0.3333333333333333,False,True,2.0,0.0,0.875,3.625,True,False,0.0,False
552,99089,False,1.0,0.6,1.0,0.3333333333333333,False,True,2.0,0.0,0.875,3.625,True,False,0.0,False
558,99899,False,0.9924741897468798,0.4444444444444444,2.0,0.5,False,False,2.0,0.0,1.0,7.75,False,True,0.0,False
559,100644,False,0.7255490219608784,0.0,1.0,0.0,False,True,1.0,0.9615384615384616,1.0,0.0,False,False,4.0,False
560,100751,False,0.991082223351366,0.75,1.0,0.3333333333333333,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False
561,100841,False,0.5809788849154887,0.5,1.0,0.0,True,True,1.0,0.0,1.0,0.0,False,False,7.0,False
563,101059,False,0.7141299071007031,0.2,1.0,1.0,False,True,1.0,0.2,1.0,2.0,False,False,3.0,False
564,101060,False,0.7141299071007031,0.2,1.0,1.0,False,True,1.0,0.2,1.0,2.0,False,False,3.0,False
569,101801,False,0.7386462332668154,0.0,1.0,0.0,True,True,1.0,0.0,1.0,0.0,False,False,1.0,False
573,102532,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,8.0,False
574,102621,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,8.0,False
581,103234,False,0.9924741897468798,0.4,2.0,0.5,False,False,3.0,0.0,0.875,13.375,False,True,0.0,False
585,103856,False,0.8849909412379887,0.5,12.0,0.5,False,True,1.0,0.0,0.0,4.0,False,False,0.0,False
595,106247,False,0.966259870782484,0.6666666666666666,5.0,0.125,False,False,2.0,0.0,1.0,1.0,False,False,0.0,False
607,107922,False,0.9977767537007272,0.5714285714285714,1.0,1.0,False,True,2.0,0.0,1.0,4.2,False,False,0.0,False
608,107923,False,0.9977767537007272,0.5714285714285714,1.0,1.0,False,True,4.0,0.0,1.0,4.2,False,False,0.0,False
609,108009,False,0.99792539519152,0.4,4.0,0.0,False,True,1.0,0.0,1.0,1.5,False,True,0.0,False
610,108010,False,0.99792539519152,0.4,4.0,0.0,False,True,2.0,0.0,1.0,1.5,False,True,0.0,False
617,109283,False,1.0,0.21739130434782608,1.0,0.0,False,True,1.0,0.08695652173913042,0.9473684210526316,3.1578947368421053,False,True,0.0,False
618,110855,False,0.9997307424486274,0.625,1.0,0.4,False,False,1.0,0.0,0.8571428571428571,8.714285714285714,False,False,0.0,False
619,111020,False,0.9918177854405872,0.5,3.0,0.5,False,True,1.0,0.0,1.0,2.5,False,True,0.0,False
626,111813,False,0.9254409949708522,0.8181818181818182,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
627,111814,False,0.9254409949708522,0.8181818181818182,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
634,113633,False,1.0,0.5,1.0,0.0,False,True,2.0,0.0,1.0,1.0,False,False,0.0,False
640,115766,False,0.5809788849154887,0.9130434782608696,1.0,0.42857142857142855,True,True,6.0,0.0,0.75,22.25,True,False,1.0,False
643,116528,False,0.9994900791011856,0.6470588235294118,1.0,0.4545454545454545,False,True,1.0,0.1176470588235294,0.7857142857142857,6.142857142857142,True,True,14.0,False
645,116693,False,0.9994900791011856,0.6470588235294118,1.0,0.4545454545454545,False,True,1.0,0.1176470588235294,0.7857142857142857,6.142857142857142,True,True,14.0,False
659,118781,False,0.5131279536401258,0.0,1.0,0.0,False,False,1.0,0.0,1.0,2.0,False,False,1.0,False
661,118956,False,0.966259870782484,0.0,5.0,0.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False
670,121181,False,0.7141299071007031,0.5833333333333334,1.0,0.2857142857142857,False,True,7.0,0.0,0.8888888888888888,6.1111111111111125,False,False,0.0,False
673,121667,False,0.9994900791011856,0.44,1.0,0.4545454545454545,False,True,1.0,0.32,0.6666666666666666,5.7333333333333325,True,True,24.0,False
676,122210,False,0.9703145467777148,0.5714285714285714,2.0,1.0,False,True,1.0,0.0,0.8,1.8,False,False,1.0,False
684,123085,False,0.6015414549212741,0.4,1.0,1.0,False,False,1.0,0.0,1.0,2.25,False,False,0.0,False
692,125573,False,1.0,0.5934065934065934,1.0,0.0925925925925926,False,True,1.0,0.02197802197802198,0.9431818181818182,18.556818181818183,True,True,3.0,False
693,126351,False,0.11496132863571208,0.1111111111111111,1.0,0.0,False,True,1.0,0.0,1.0,1.2857142857142858,False,True,7.0,False
701,128047,False,0.5131279536401258,0.0,1.0,0.0,False,False,1.0,0.0,1.0,1.5,False,False,1.0,False
702,128087,False,0.9966601494634976,0.5,0.0,0.0,False,False,1.0,0.0,1.0,0.0,False,False,3.0,False
703,128406,False,0.9703080182303676,0.0,1.0,0.0,False,False,1.0,0.0,1.0,31.0,False,False,1.0,False
704,128407,False,0.9703080182303676,0.0,1.0,0.0,False,False,1.0,0.0,1.0,31.0,False,False,1.0,False
711,129766,False,1.0,0.6666666666666666,1.0,0.75,False,True,5.0,0.0,1.0,1.25,False,False,0.0,False
724,131931,False,0.9915626765554136,0.6,1.0,0.0,False,False,1.0,0.0,1.0,2.6666666666666665,False,False,0.0,False
730,133089,False,0.99792539519152,0.25,4.0,0.0,False,True,1.0,0.0,1.0,2.0,False,True,0.0,False
732,133540,False,1.0,0.35714285714285715,0.0,0.0,False,True,1.0,0.14285714285714285,0.5,93.0,False,True,17.0,False
733,134060,False,0.9988491511363374,0.4583333333333333,1.0,0.0,False,False,1.0,0.0,0.9090909090909092,0.9545454545454546,True,False,0.0,False
740,135040,False,0.14675696044729333,0.5714285714285714,1.0,0.25,False,True,9.0,0.0,0.6666666666666666,7.916666666666668,True,True,0.0,False
749,136480,False,1.0,0.0,1.0,0.0,False,True,1.0,0.0,1.0,0.0,False,True,1.0,False
756,138506,False,0.9303313751212,0.21428571428571427,0.0,0.0,False,True,1.0,0.0,0.9166666666666666,5.25,True,True,1.0,False
762,139547,False,0.7264273142045768,0.2727272727272727,1.0,0.0,False,False,2.0,0.2727272727272727,0.6666666666666666,3.0,False,False,0.0,False
768,140292,False,1.0,0.4090909090909091,0.0,0.2222222222222222,False,False,1.0,0.0,0.85,3.65,True,False,0.0,False
774,140921,False,0.9988491511363374,0.6521739130434783,1.0,0.0,False,False,1.0,0.0,0.8095238095238095,5.809523809523809,True,False,0.0,False
777,142583,False,0.901702406157352,0.3076923076923077,2.0,0.0,False,True,1.0,0.0,0.972972972972973,1.7027027027027026,False,True,12.0,False
781,143430,False,0.9898704550619816,0.6,1.0,0.0,False,True,1.0,0.0,0.625,34.625,False,True,0.0,False
782,143457,False,1.0,0.42857142857142855,1.0,0.0,False,True,1.0,0.2857142857142857,1.0,1.0,False,True,4.0,False
791,146622,False,0.9234233233138686,0.5833333333333334,1.0,0.5714285714285714,False,False,1.0,0.08333333333333333,1.0,1.3,False,False,0.0,False
798,148169,False,0.9998109291718102,0.5,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
800,148241,False,1.0,0.2,1.0,1.0,False,True,1.0,0.2,0.8,9.4,False,True,5.0,False
808,149614,False,1.0,0.5,1.0,1.0,False,True,1.0,0.0,1.0,0.0,False,False,1.0,False
820,152284,False,0.8962940068655451,0.0,2.0,0.0,False,True,1.0,0.0,1.0,1.0,False,False,0.0,False
830,152774,False,0.9147950102024572,0.8,1.0,0.08333333333333333,False,True,1.0,0.0,0.9230769230769232,4.769230769230768,True,False,1.0,False
834,154493,False,0.5339879274055835,0.6666666666666666,1.0,0.0,False,False,1.0,0.0,1.0,3.0,False,False,0.0,False
840,155696,False,0.8972657679171415,0.75,1.0,0.2916666666666667,False,False,1.0,0.0,0.8333333333333334,6.4,False,False,9.0,False
844,156183,False,0.7330942837736988,0.3333333333333333,1.0,1.0,False,True,2.0,0.0,1.0,27.5,False,False,0.0,False
859,158493,False,1.0,0.3076923076923077,1.0,0.25,False,True,1.0,0.0,0.9583333333333334,3.1666666666666665,False,True,5.0,False
862,158848,False,1.0,0.5945945945945946,2.0,0.4545454545454545,False,True,1.0,0.0,1.0,2.9545454545454546,False,False,0.0,False
872,162037,True,0.7264195182301627,0.12,1.0,0.0,False,True,1.0,0.68,1.0,1.0,False,True,6.0,False
873,163365,False,0.7264273142045768,0.6666666666666666,1.0,0.5,False,False,2.0,0.0,0.5,24.0,False,False,7.0,False
874,163584,False,0.9997307424486274,0.0,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,True,25.0,False
875,163585,False,0.9997307424486274,0.0,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,True,25.0,False
876,163586,False,0.9997307424486274,0.0,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,True,25.0,False
878,163609,False,0.7264273142045768,0.6666666666666666,1.0,0.5,False,False,2.0,0.0,0.5,24.0,False,False,7.0,False
893,165523,False,0.9775093552264532,0.7142857142857143,1.0,0.0,False,True,2.0,0.07142857142857142,0.8181818181818182,36.0,True,True,0.0,False
898,166487,False,1.0,0.375,0.0,0.0,False,True,2.0,0.25,1.0,1.2,True,True,4.0,False
905,167917,False,0.00023303678151628468,0.125,1.0,0.0,False,True,3.0,0.25,1.0,1.0,True,False,5.0,False
909,169342,False,0.5131279536401258,0.631578947368421,1.0,0.08333333333333333,False,False,1.0,0.0,0.8823529411764706,5.176470588235294,False,False,0.0,False
911,169607,False,0.5131279536401258,0.631578947368421,1.0,0.08333333333333333,False,False,1.0,0.0,0.8823529411764706,5.176470588235294,False,False,0.0,False
912,169613,False,1.0,0.5714285714285714,1.0,0.0,False,True,2.0,0.0,1.0,1.2,False,True,4.0,False
915,169741,False,1.0,0.4545454545454545,1.0,0.4,False,True,1.0,0.045454545454545456,0.8421052631578947,29.894736842105264,False,False,19.0,False
919,170613,False,0.9915626765554136,0.2,1.0,0.0,False,False,1.0,0.0,1.0,1.3333333333333333,False,False,0.0,False
921,171788,False,0.8972657679171415,0.03361344537815126,1.0,0.5,False,True,1.0,0.8739495798319328,1.0,1.5,False,True,27.0,False
933,173756,False,1.0,0.3333333333333333,1.0,0.0,False,True,2.0,0.4444444444444444,1.0,1.0,False,True,4.0,False
935,174021,False,0.9703080182303676,0.75,1.0,0.0,False,True,1.0,0.125,1.0,1.0,False,True,5.0,False
939,174539,False,0.14675696044729333,0.8,1.0,0.625,False,True,8.0,0.0,0.875,2.0,False,True,0.0,False
942,174721,False,1.0,0.6666666666666666,1.0,0.0,False,True,1.0,0.0,1.0,1.0,False,True,4.0,False
949,175513,False,0.11143716175586288,0.2857142857142857,1.0,0.5,False,True,0.0,0.0,1.0,1.0,False,False,0.0,False
956,176736,False,0.99792539519152,0.25,4.0,0.0,False,True,1.0,0.0,1.0,3.0,False,True,0.0,False
958,177246,False,0.6944021417555023,0.0,1.0,0.0,False,True,1.0,0.0,1.0,0.0,False,True,0.0,False
959,177505,False,0.02091033454450188,0.16666666666666666,1.0,0.0,False,False,1.0,0.0,1.0,8.0,False,False,0.0,False
971,180494,False,0.9979684624854708,0.5714285714285714,1.0,0.5,False,True,2.0,0.0,1.0,1.0,False,True,1.0,False
975,181148,False,0.14545604809967044,0.6,2.0,0.0,False,True,1.0,0.0,0.875,3.75,False,True,11.0,False
996,184914,False,1.0,0.0,1.0,0.0,False,True,1.0,0.0,1.0,0.0,False,True,0.0,False
997,185233,False,0.9054510068055251,0.6666666666666666,1.0,0.0,True,False,1.0,0.0,0.5,3.5,False,False,1.0,False
1000,185852,False,0.9703080182303676,0.7777777777777778,1.0,0.0,False,True,1.0,0.1111111111111111,0.8571428571428571,0.8571428571428571,False,True,5.0,False
1001,186253,False,0.9966601494634976,0.5,0.0,1.0,False,False,1.0,0.0,1.0,0.0,False,False,0.0,False
1006,186981,False,1.0,0.038461538461538464,1.0,0.0,False,True,3.0,0.19230769230769232,0.8823529411764706,5.9411764705882355,False,True,0.0,False
1008,187130,False,0.5548642926623354,0.3333333333333333,1.0,0.0,False,True,1.0,0.0,0.75,2.25,True,False,1.0,False
1013,187881,False,0.9994273093872741,0.5,1.0,0.6666666666666666,False,True,1.0,0.25,0.7142857142857143,7.142857142857142,False,False,0.0,False
1015,188205,False,0.9994273093872741,0.5,1.0,0.6666666666666666,False,True,1.0,0.25,0.7142857142857143,7.142857142857142,False,False,0.0,False
1016,188505,False,0.8972657679171415,0.6666666666666666,1.0,0.3125,False,False,1.0,0.041666666666666664,1.0,4.7727272727272725,False,False,9.0,False
1029,189944,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,5.0,False
1030,189945,False,0.8652173913043478,0.0,1.0,0.0,False,True,3.0,1.0,1.0,0.0,False,False,5.0,False
1035,190731,False,1.0,0.38461538461538464,1.0,0.0,False,True,1.0,0.0,0.8333333333333334,4.916666666666667,True,False,2.0,False
1036,191175,False,0.9635840609523764,0.2,1.0,0.0,False,False,1.0,0.0,0.5,7.5,False,False,0.0,False
1039,192190,False,0.9898704550619816,0.7142857142857143,1.0,0.0,False,True,2.0,0.0,0.9,10.65,False,False,7.0,False
1041,192280,False,0.9898704550619816,0.7142857142857143,1.0,0.0,False,True,2.0,0.0,0.9,10.65,False,False,7.0,False
1042,192555,False,0.9881545161822292,0.0,1.0,0.0,False,False,3.0,1.0,1.0,0.0,False,True,0.0,False
1043,192556,False,0.9881545161822292,0.0,1.0,0.0,False,False,3.0,1.0,1.0,0.0,False,True,0.0,False
1059,195077,False,0.5075884816777709,1.0,3.0,0.0,False,False,1.0,0.0,1.0,1.6,False,False,0.0,False
1060,195102,False,1.0,0.6181818181818182,1.0,0.4705882352941176,True,True,1.0,0.12727272727272726,0.9565217391304348,3.4347826086956523,True,False,2.0,False
1062,196905,False,0.9915626765554136,0.2857142857142857,1.0,0.0,False,False,1.0,0.0,1.0,1.0,False,False,0.0,False
