,nb_id,repo_id,has_author,jupyter_prop,output_cell_prop,num_contrib,image_prop,is_education,has_comments,num_commits,non_exec_prop,exec_inorder,exec_skips,has_error,has_export,num_functions,has_test,has_param,has_reqtext,num_stars,cluster,cluster_dist
44632,47181,167920923,True,0.6666666666666666,0.6417112299465241,0.6666666666666666,0.6187050359712231,True,True,0.9090909090909091,0.5,0.6666666666666666,0.6748768472906403,True,False,0.5,False,False,False,0.8,3,0.08129710848133462
44633,47182,167915112,False,0.6662610591525933,0.5476190476190476,0.8,0.6000000000000001,True,True,0.75,0.5935828877005347,0.6666666666666666,0.6666666666666666,False,True,0.9545454545454545,False,False,False,0.8,2,0.09168566143514584
44655,47204,167921500,False,0.6666666666666666,0.6046511627906977,0.6666666666666666,0.5263157894736842,True,True,0.6666666666666666,0.5405405405405405,0.6560509554140127,0.8818380743982495,True,True,0.5,False,False,False,0.75,3,0.08129710848133462
44673,47222,167916701,False,0.6666666666666666,0.6259946949602122,0.6666666666666666,0.6058091286307054,True,True,0.6666666666666666,0.5,0.6658711217183771,0.7348484848484849,False,True,0.8333333333333334,False,False,False,0.6666666666666666,2,0.09168566143514584
44674,47223,167918252,False,0.6666666666666666,0.6315789473684211,0.6666666666666666,0.6666666666666666,False,True,0.6666666666666666,0.5,0.6666666666666666,0.75,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
44676,47225,167915825,False,0.6494798490590993,0.6065573770491803,0.6666666666666666,0.5185185185185185,False,False,0.6666666666666666,0.5102040816326531,0.6666666666666666,0.676923076923077,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
44719,47268,167918164,False,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.6470588235294118,False,True,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.875,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44720,47269,167918402,False,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.5714285714285714,False,True,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.6666666666666666,False,False,0.9285714285714286,False,False,False,0.5,1,0.03877971698209992
44721,47270,167914705,True,0.6662855902337055,0.5929203539823009,0.6666666666666666,0.5333333333333333,False,True,0.6666666666666666,0.5106382978723404,0.6639999999999999,0.8055555555555556,False,True,0.9500000000000001,False,False,False,0.5,2,0.09168566143514584
44723,47272,167917077,False,0.6666666666666666,0.6000000000000001,0.6666666666666666,0.6666666666666666,True,True,0.6666666666666666,0.5238095238095238,0.625,0.9325842696629213,False,True,0.5,False,False,False,0.5,3,0.08129710848133462
44724,47273,167922081,False,0.6666666666666666,0.625,0.6666666666666666,0.625,False,False,0.75,0.5,0.65,0.8771929824561403,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44726,47275,167922189,False,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.5,False,False,0.75,0.5,0.6190476190476191,0.9638009049773755,True,False,0.5,False,False,False,0.5,3,0.08129710848133462
44746,47295,167922035,False,0.6666666666666666,0.6486486486486487,0.6666666666666666,0.5,False,True,0.6666666666666666,0.5185185185185185,0.6666666666666666,0.7317073170731707,False,False,0.5,False,False,False,0.5,3,0.08129710848133462
44748,47297,167919710,False,0.6649153176708571,0.632,0.6666666666666666,0.625,False,True,0.8,0.5,0.6641221374045801,0.7671957671957672,False,False,0.8333333333333334,False,False,False,0.5,1,0.03877971698209992
44750,47299,167916608,False,0.6666666666666666,0.5,0.6666666666666666,0.5,False,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,True,0.5,True,False,False,0.5,4,0.1362640608953408
44764,47313,167919403,False,0.6616182215219054,0.6506024096385542,0.6666666666666666,0.5192307692307693,True,True,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,False,False,0.8,False,False,False,0.5,1,0.03877971698209992
44770,47319,167927213,False,0.6666339480605479,0.6190476190476191,0.75,0.6153846153846154,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,True,0.8888888888888888,False,False,False,0.8571428571428571,2,0.09168566143514584
44782,47332,167924289,True,0.6656721952546024,0.6310679611650485,0.6666666666666666,0.5344827586206896,True,True,0.6666666666666666,0.5869565217391304,0.6666666666666666,0.7162162162162161,False,False,0.8,False,False,False,0.8333333333333334,1,0.03877971698209992
44832,47382,167930087,False,0.6656936799857157,0.6111111111111112,0.6666666666666666,0.6190476190476191,True,True,0.6666666666666666,0.5,0.6578947368421053,0.7450980392156863,False,True,0.875,True,False,False,0.8333333333333334,2,0.09168566143514584
44833,47383,167925787,False,0.6666536452265681,0.5,0.5,0.5,True,True,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,False,True,0.5,False,False,False,0.6666666666666666,4,0.1362640608953408
44870,47420,167924401,False,0.6631474460132748,0.6358024691358025,0.75,0.5,True,False,0.6666666666666666,0.5,0.6402877697841727,0.8798076923076924,True,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
45128,47681,167924122,False,0.6666666666666666,0.640625,0.6666666666666666,0.5,True,True,0.6666666666666666,0.5399999999999999,0.6458333333333334,0.8349514563106797,False,False,0.5,False,False,False,0.6666666666666666,3,0.08129710848133462
