nb_id,repo_id,num_projects,num_ds_projects,num_followers,account_age
243296,51168679,3,2,0,5
24355,76602490,6,2,4,8
244049,74897953,22,9,64,6
244309,96138957,65,8,74,11
24518,97054772,10,4,2,4
245252,90480464,35,12,0,5
24574,52626322,13,2,2,6
245965,91900013,74,18,22,6
246069,84958015,7,4,0,5
246202,70038818,2,1,3,6
24659,52416266,53,6,62,7
246610,22551349,11,1,55,10
246694,80908798,22,20,1,4
247412,66478811,82,0,14,5
247490,80116644,140,0,25,5
247493,41753170,26,0,4,6
247551,59383520,9,0,5,7
247663,91499355,57,2,8,10
247883,95883737,2,1,0,6
248149,79741089,19,1,8,10
248151,51233056,7,2,9,6
248929,53615448,26,1,32,10
249074,41813700,17,2,4,7
249275,65494128,13,1,86,11
250197,75582960,12,6,10,5
250320,59786452,6,3,4,6
250366,85932973,38,6,14,6
25045,80136850,3,2,0,5
25057,76602490,6,2,4,8
250591,26829069,11,0,3,8
250592,26829069,11,0,3,8
250743,95883737,2,1,0,6
250820,96188406,38,9,103,8
250960,39964941,7,4,1,7
251030,15124520,27,4,11,8
251069,59801052,4,2,1,5
251496,64606807,133,17,39,13
251645,14479635,88,14,23,12
251827,73413447,117,1,46,10
252269,95175467,50,23,1,9
252368,59786452,6,3,4,6
252541,14264494,90,11,491,9
253105,65584272,45,16,3,6
253189,75626605,19,4,7,6
253209,90590288,24,12,8,6
253957,46688018,29,1,7,8
254013,25373077,56,4,14,10
254389,42681100,14,1,0,7
254485,39974245,37,2,0,7
254652,38447805,2,0,0,6
255052,80286710,27,2,15,9
25521,78586348,14,9,2,4
255581,93096500,3,2,0,7
25648,78586348,14,9,2,4
256538,47866175,17,2,1,6
256681,88536137,47,10,34,8
256791,51873666,21,4,10,6
257543,80835045,44,6,15,8
258004,43584002,86,26,320,7
258045,52626322,13,2,2,6
258096,85972539,10,1,5,8
258097,85972539,10,1,5,8
258487,15124520,27,4,11,8
258729,84631944,22,0,34,5
258757,15124520,27,4,11,8
258758,15124520,27,4,11,8
259182,73774510,14,6,3,5
259376,76602490,6,2,4,8
259948,45655960,29,1,14,7
259987,47503298,12,6,2,6
259988,47503298,12,6,2,6
259998,24382021,27,11,0,6
260010,52626322,13,2,2,6
260341,42681100,14,1,0,7
260651,73209564,186,34,8962,11
260847,59383520,9,0,5,7
261072,50112589,93,27,16,7
261331,50112589,93,27,16,7
261548,81190104,48,5,0,5
261607,73537105,86,16,237,6
262080,51168679,3,2,0,5
26250,75999431,9,5,0,5
262598,44220745,26,2,4,11
262689,51168679,3,2,0,5
262710,44220745,26,2,4,11
263103,59051699,12,4,18,8
263180,83247711,41,5,36,5
263181,83247711,41,5,36,5
26393,55952847,127,16,54,10
26394,55952847,127,16,54,10
264084,51168679,3,2,0,5
264185,96188406,38,9,103,8
264362,89438537,16,2,2,9
264535,50963768,32,13,17,7
264605,88536137,47,10,34,8
264606,88536137,47,10,34,8
265097,67945149,83,14,201,10
265125,36200517,1,0,0,6
26518,36559244,43,0,0,6
265250,75567150,7,3,0,5
266110,91579570,32,9,84,9
266526,73319114,,,,
266880,33995773,24,1,4,9
267008,59167695,42,3,0,8
267009,59167695,42,3,0,8
267202,90909152,25,4,49,8
267224,52626322,13,2,2,6
267364,42681100,14,1,0,7
267543,52626322,13,2,2,6
269163,38447805,2,0,0,6
269216,39974245,37,2,0,7
269591,90909152,25,4,49,8
269594,30062330,16,4,8,7
269614,49527078,16,4,0,6
269823,86386454,12,1,29,4
269991,90909152,25,4,49,8
269994,30062330,16,4,8,7
270015,49527078,16,4,0,6
27019,50112589,93,27,16,7
27021,41753939,48,21,19,8
270224,86386454,12,1,29,4
270382,73537105,86,16,237,6
2705,75567150,7,3,0,5
270709,41597852,98,21,93,8
270764,95828432,9,4,2,6
27082,50112589,93,27,16,7
270821,60493345,7,6,0,5
27094,45106953,15,5,4,7
271022,60493345,7,6,0,5
271113,47644193,35,7,10,6
271120,51168679,3,2,0,5
271276,54004582,23,13,28,7
271376,70752864,86,27,4,7
271465,64085111,24,2,12,10
271493,54004582,23,13,28,7
271560,47644193,35,7,10,6
271561,47644193,35,7,10,6
271669,52626322,13,2,2,6
272304,52626322,13,2,2,6
272305,52626322,13,2,2,6
272453,59786452,6,3,4,6
272537,59167695,42,3,0,8
272538,59167695,42,3,0,8
273702,44343482,7,1,1,7
273738,95959826,14,3,1,5
273933,72206146,18,5,1,8
275427,60493345,7,6,0,5
275646,80908798,22,20,1,4
275839,38447805,2,0,0,6
275896,52626322,13,2,2,6
275897,52626322,13,2,2,6
276119,95004508,36,19,0,5
276683,51168679,3,2,0,5
27689,52626322,13,2,2,6
277571,63450709,3,2,0,5
277861,92048647,72,13,20,6
278020,93934595,9,1,9,4
278194,66478811,82,0,14,5
27826,89024985,40,14,19,8
278264,47866175,17,2,1,6
278281,41753170,26,0,4,6
278289,80116644,140,0,25,5
278344,59383520,9,0,5,7
278635,68548211,30,4,13,9
27875,52626322,13,2,2,6
278781,47644193,35,7,10,6
278890,52626322,13,2,2,6
279267,68233974,19,11,0,5
279693,45167103,86,12,2,6
279712,90590288,24,12,8,6
279839,30987788,82,12,78,9
27993,55179614,7,6,2,6
279949,68604593,10,2,15,7
280637,86403369,,,,
280638,86403369,,,,
281170,75567150,7,3,0,5
281291,61473891,45,11,11,6
281349,17724475,4,0,0,7
281430,44220745,26,2,4,11
281517,51168679,3,2,0,5
281528,93934595,9,1,9,4
28208,31268969,60,2,99,8
28217,36578950,,,,
282393,90480464,35,12,0,5
282424,52626322,13,2,2,6
282444,29982328,18,3,17,6
282806,41806912,10,3,6,8
283247,18386699,145,9,105,10
28370,36578950,,,,
283716,45427857,1,0,0,6
283846,67082558,36,28,21,5
284008,75626605,19,4,7,6
284080,52626322,13,2,2,6
284081,52626322,13,2,2,6
284137,50112589,93,27,16,7
284261,50112589,93,27,16,7
284643,96188406,38,9,103,8
284854,60880099,40,18,11,6
284866,94304084,9,5,0,4
284966,84522996,57,6,15,13
284977,63903754,12,8,19,11
285087,94304084,9,5,0,4
285293,50816064,35,13,18,6
285319,54905222,28,1,13,8
285499,51428472,83,6,0,9
285612,82157744,5,2,19,11
2857,43645336,63,2,0,7
285745,52626322,13,2,2,6
285746,52626322,13,2,2,6
285807,52626322,13,2,2,6
285808,52626322,13,2,2,6
2861,84852085,67,7,32,10
286695,71810729,5,1,5,5
286696,71810729,5,1,5,5
28680,82463896,5,2,2,5
287478,44220745,26,2,4,11
287658,23567851,250,2,7,7
287715,78057144,14,8,0,7
287900,40163668,88,9,16,8
287969,82403937,10,1,8,9
288150,82403937,10,1,8,9
288779,67082558,36,28,21,5
288895,95890486,12,3,4,5
289128,93934595,9,1,9,4
289402,73415001,6,2,1,6
289527,47866175,17,2,1,6
289692,42681100,14,1,0,7
289702,93292118,131,16,227,5
289941,62939462,27,9,6,6
290147,52626322,13,2,2,6
290285,74738329,3,2,0,5
29043,70344616,15,1,17,9
29044,70344616,15,1,17,9
290755,74732556,4,0,0,5
291537,23567851,250,2,7,7
291588,57078709,2,1,0,7
29159,95140333,23,16,51,5
291791,51168679,3,2,0,5
291813,35895870,44,3,45,10
291847,87641713,46,25,30,5
292007,87641713,46,25,30,5
292577,81363710,3,1,0,6
292583,96684975,5,1,1,4
293348,38832773,23,2,17,10
29343,52626322,13,2,2,6
293450,51233056,7,2,9,6
293818,94304084,9,5,0,4
293930,74897953,22,9,64,6
294040,52626322,13,2,2,6
294163,79032137,53,7,0,8
294285,82528964,130,23,1,4
294375,52626322,13,2,2,6
294498,55952847,127,16,54,10
294500,55952847,127,16,54,10
294812,29408527,28,2,60,9
294910,56983125,61,10,86,11
295209,67082558,36,28,21,5
295252,66478811,82,0,14,5
295328,41753170,26,0,4,6
295335,80116644,140,0,25,5
295388,59383520,9,0,5,7
29551,54004582,23,13,28,7
295689,78586348,14,9,2,4
295845,57078709,2,1,0,7
295879,78586348,14,9,2,4
296020,52626322,13,2,2,6
296138,43584002,86,26,320,7
29663,55179614,7,6,2,6
296762,88417162,1,1,0,4
296837,52626322,13,2,2,6
296860,47689816,1,1,1,6
297059,52626322,13,2,2,6
297214,70903096,46,16,13,6
297259,52626322,13,2,2,6
297279,50112589,93,27,16,7
297365,50112589,93,27,16,7
297432,66478811,82,0,14,5
297520,41753170,26,0,4,6
297535,80116644,140,0,25,5
297592,59383520,9,0,5,7
298284,67082558,36,28,21,5
298296,51168679,3,2,0,5
298319,34647497,14,2,8,9
298539,60880099,40,18,11,6
298631,73378516,34,14,2,6
298632,73378516,34,14,2,6
298701,36200517,1,0,0,6
29893,80116644,140,0,25,5
299329,59801052,4,2,1,5
299461,30756433,80,1,12,11
299731,24891943,6,0,0,7
299740,70054553,93,10,99,7
299959,38832773,23,2,17,10
299986,73209564,186,34,8962,11
300650,81700215,34,1,13,6
300659,50816064,35,13,18,6
300766,93587890,27,2,11,8
300797,96523618,3,1,0,5
30129,27120641,460,34,802,11
301311,38447805,2,0,0,6
301701,72426266,70,26,65,7
301780,80929223,19,17,2,5
302663,94304084,9,5,0,4
302762,69252304,6293,438,0,6
302763,69252304,6293,438,0,6
302842,94304084,9,5,0,4
302867,61178891,12,1,2,7
303238,30078602,63,0,6,10
303305,41753939,48,21,19,8
303405,84232126,10,3,4,4
303407,52626322,13,2,2,6
30352,47465027,12,1,3,7
303706,88659111,5,2,1,4
303760,38320700,24,2,24,12
303854,73209564,186,34,8962,11
304049,46901622,20,7,0,6
304491,25373077,56,4,14,10
304492,25373077,56,4,14,10
304704,52626322,13,2,2,6
304891,52626322,13,2,2,6
306062,51334892,10,2,36,11
306319,90590288,24,12,8,6
306444,84717266,17,1,0,9
30648,40293216,72,46,0,7
306493,44220745,26,2,4,11
306873,91130687,45,19,60,7
30750,52626322,13,2,2,6
307744,37127904,60,0,5,7
307817,74256624,8,6,0,6
308010,37127904,60,0,5,7
308086,95590986,17,5,4,6
308906,57032137,,,,
30895,52626322,13,2,2,6
30896,52626322,13,2,2,6
309410,72426266,70,26,65,7
30974,55952847,127,16,54,10
30975,55952847,127,16,54,10
309876,40293216,72,46,0,7
309941,38606903,67,8,170,11
309979,96304292,2,1,0,4
309983,42681100,14,1,0,7
310008,73549259,21,1,12,11
310197,70344616,15,1,17,9
310198,70344616,15,1,17,9
310344,61178891,12,1,2,7
310446,41806912,10,3,6,8
310568,52472067,6,1,0,5
310918,52626322,13,2,2,6
310940,51906748,85,14,601,10
310989,68604593,10,2,15,7
311189,90590288,24,12,8,6
311472,91911288,9,4,0,5
311650,52626322,13,2,2,6
311855,81017095,1253,95,451,10
312095,80714046,2,1,1,4
312102,81017095,1253,95,451,10
31235,88417162,1,1,0,4
312909,70752864,86,27,4,7
313188,91462487,80,16,3,7
313295,47465027,12,1,3,7
313386,52626322,13,2,2,6
313908,76602490,6,2,4,8
313954,93096500,3,2,0,7
313955,93096500,3,2,0,7
314142,40737779,187,22,45,7
314187,40737779,187,22,45,7
314330,70344616,15,1,17,9
314331,70344616,15,1,17,9
314435,81791748,25,7,3,8
314553,52626322,13,2,2,6
314568,81791748,25,7,3,8
314614,92964180,12,4,0,5
314631,52626322,13,2,2,6
314756,4045820,53,5,1547,11
315098,26829069,11,0,3,8
315099,26829069,11,0,3,8
315105,47778684,46,6,43,9
315285,47866175,17,2,1,6
31530,88134043,24,2,15,8
315375,92383730,108,4,176,12
315592,96188406,38,9,103,8
315673,52626322,13,2,2,6
315738,52626322,13,2,2,6
31607,86386454,12,1,29,4
316174,95711183,26,10,8,6
316500,70752864,86,27,4,7
316526,78586348,14,9,2,4
316772,40994223,98,21,93,8
316852,47778684,46,6,43,9
317499,76602490,6,2,4,8
317713,66478811,82,0,14,5
317784,41753170,26,0,4,6
317791,80116644,140,0,25,5
317848,59383520,9,0,5,7
318238,93096500,3,2,0,7
318243,90909152,25,4,49,8
318289,84634570,18,4,1,4
31840,55952847,127,16,54,10
318917,48333581,46,4,36,12
319979,54361124,61,8,43,7
320001,87641713,46,25,30,5
320023,67082558,36,28,21,5
320172,57162320,9,1,2,7
320241,57162320,9,1,2,7
320242,39974245,37,2,0,7
320300,38606903,67,8,170,11
320910,53225521,18,5,8,8
320912,95140333,23,16,51,5
321030,20816340,2,1,3,7
321208,52626322,13,2,2,6
321209,52626322,13,2,2,6
321210,52626322,13,2,2,6
321211,52626322,13,2,2,6
321225,35051748,111,2,9,9
321520,52626322,13,2,2,6
321691,60983483,3,1,0,5
321948,62939462,27,9,6,6
321981,62939462,27,9,6,6
322050,94522055,14,2,0,7
322326,79182271,6,3,0,7
322619,67945149,83,14,201,10
322632,88134043,24,2,15,8
322699,94522055,14,2,0,7
322751,67824983,29,0,0,8
322852,45655960,29,1,14,7
323572,41806912,10,3,6,8
323788,55179614,7,6,2,6
323864,41806912,10,3,6,8
323880,52626322,13,2,2,6
324001,52626322,13,2,2,6
324002,52626322,13,2,2,6
324067,91130687,45,19,60,7
324368,52626322,13,2,2,6
324830,94901929,67,3,0,9
325121,63111232,16,3,40,7
325122,63111232,16,3,40,7
325247,91499355,57,2,8,10
325570,86609558,39,6,9,8
325703,93096500,3,2,0,7
325704,93096500,3,2,0,7
326099,75626605,19,4,7,6
326234,34647497,14,2,8,9
326382,76602490,6,2,4,8
326572,76602490,6,2,4,8
327548,80881129,6,2,0,4
327992,39964941,7,4,1,7
327993,39964941,7,4,1,7
328140,47644193,35,7,10,6
328198,33319309,50,4,19,8
328282,47644193,35,7,10,6
328420,74792506,7,2,4,10
32852,31927714,11,0,2,8
328778,52416266,53,6,62,7
328806,52472067,6,1,0,5
328983,83063843,2,0,0,1
329051,40293216,72,46,0,7
329121,75567150,7,3,0,5
329635,55179614,7,6,2,6
329885,34647497,14,2,8,9
32991,95004508,36,19,0,5
330021,92964180,12,4,0,5
330694,36365820,50,2,17,12
331107,91499355,57,2,8,10
331352,80322683,34,2,1,8
331396,6440438,23,3,9,10
331452,87239313,3,1,0,4
331502,52626322,13,2,2,6
331521,84108482,105,7,138,9
331522,84108482,105,7,138,9
331523,84108482,105,7,138,9
331524,84108482,105,7,138,9
331525,84108482,105,7,138,9
331526,84108482,105,7,138,9
331527,84108482,105,7,138,9
331528,84108482,105,7,138,9
331807,60493345,7,6,0,5
331921,93096500,3,2,0,7
331922,93096500,3,2,0,7
332131,22551349,11,1,55,10
332568,37127904,60,0,5,7
332579,24748843,26,0,7,7
33299,74897953,22,9,64,6
333418,65095968,0,0,1,3
333430,91579570,32,9,84,9
333465,65095968,0,0,1,3
333684,74897953,22,9,64,6
333748,52626322,13,2,2,6
333749,52626322,13,2,2,6
33403,74897953,22,9,64,6
334422,90063215,25,0,1,8
334750,55179614,7,6,2,6
334865,23398634,230,54,0,6
335124,88397625,72,15,50,6
335621,75626605,19,4,7,6
335951,71140167,19,9,11,8
336103,41806912,10,3,6,8
336202,41806912,10,3,6,8
336250,90590288,24,12,8,6
336327,88397625,72,15,50,6
336654,59383520,9,0,5,7
336673,88536137,47,10,34,8
336686,93096500,3,2,0,7
336750,17724475,4,0,0,7
336968,51168679,3,2,0,5
336998,60059783,58,15,10,11
337009,76602490,6,2,4,8
337222,59167695,42,3,0,8
337223,59167695,42,3,0,8
337286,10130022,20,0,2,9
33731,94983040,39,11,48,6
337418,39764686,58,0,39,7
33838,94983040,39,11,48,6
338455,20816340,2,1,3,7
33847,93934595,9,1,9,4
338822,75626605,19,4,7,6
339232,62939462,27,9,6,6
339289,47778684,46,6,43,9
339308,62939462,27,9,6,6
33962,34647497,14,2,8,9
339692,80882387,7,3,1,4
339745,43584002,86,26,320,7
340040,95175467,50,23,1,9
340042,96592997,89,24,297,12
340202,55179614,7,6,2,6
340446,34647497,14,2,8,9
340466,94304084,9,5,0,4
340929,93934595,9,1,9,4
341000,39974245,37,2,0,7
341027,10207280,2,0,0,8
341108,76602490,6,2,4,8
341109,76602490,6,2,4,8
341236,55179614,7,6,2,6
341366,93427200,4,0,0,3
341367,93427200,4,0,0,3
341511,75567150,7,3,0,5
342088,73995338,83,40,0,7
342136,73995338,83,40,0,7
342161,36559244,43,0,0,6
343297,41597852,98,21,93,8
343599,68741949,22,2,17,6
343744,15124520,27,4,11,8
343822,15124520,27,4,11,8
34403,73209564,186,34,8962,11
344058,75626605,19,4,7,6
344117,43584002,86,26,320,7
34416,36840195,190,5,5,7
344662,52626322,13,2,2,6
344740,63446742,22,4,6,10
344814,68715936,21,13,2,5
344873,38832773,23,2,17,10
344875,63446742,22,4,6,10
345116,60493345,7,6,0,5
345192,93096500,3,2,0,7
345220,67324768,37,5,1,7
345321,91130687,45,19,60,7
345342,67324768,37,5,1,7
345367,59786452,6,3,4,6
345441,59786452,6,3,4,6
345442,59786452,6,3,4,6
345711,46416021,14,6,0,5
345864,54244052,5,3,2,6
345939,61073464,,,,
346063,41597852,98,21,93,8
346502,93934595,9,1,9,4
347488,93617814,5,2,6,9
347884,59167695,42,3,0,8
348038,59167695,42,3,0,8
348073,76245113,37,7,41,9
348082,90590288,24,12,8,6
348235,83247711,41,5,36,5
348314,95973754,11,3,3,6
348439,62939462,27,9,6,6
348440,62939462,27,9,6,6
348538,39974245,37,2,0,7
348631,47465027,12,1,3,7
348709,52626322,13,2,2,6
348794,74792506,7,2,4,10
348820,72963784,92,12,0,8
348928,92964180,12,4,0,5
349023,47778684,46,6,43,9
349320,73230945,9,4,5,6
349382,77769686,100,7,67,9
349389,65643578,43,16,450,9
349565,65155122,15,4,1,7
350504,93436902,68,5,2,8
350527,63181704,10,4,1,8
350618,70043832,6,2,2,6
350672,89244885,4,0,0,6
350673,89244885,4,0,0,6
351191,24748843,26,0,7,7
351400,82392555,0,0,0,1
351419,80941131,8,4,0,5
351604,54653443,,,,
351784,57162320,9,1,2,7
352218,74897953,22,9,64,6
35227,68141994,54,3,52,9
352650,89763044,86,7,71,9
352854,91058624,6,1,0,6
353217,55179614,7,6,2,6
353495,70752864,86,27,4,7
353529,76602490,6,2,4,8
353633,79182271,6,3,0,7
353685,15124520,27,4,11,8
353768,15124520,27,4,11,8
353858,83247711,41,5,36,5
354176,79741089,19,1,8,10
354184,30078602,63,0,6,10
35533,91130687,45,19,60,7
355505,55179614,7,6,2,6
355691,76602490,6,2,4,8
355855,80882387,7,3,1,4
355934,70859318,31,3,20,7
356179,48701621,10,1,0,6
356226,79355064,14,5,2,6
356373,79355064,14,5,2,6
356489,76602490,6,2,4,8
356969,89901401,8,1,0,4
356970,89901401,8,1,0,4
357192,62593544,6,0,0,5
357330,74732556,4,0,0,5
357462,76670855,23,4,3,9
357844,52626322,13,2,2,6
358414,75626605,19,4,7,6
358465,83247711,41,5,36,5
359041,88397625,72,15,50,6
35927,15124520,27,4,11,8
359457,51168679,3,2,0,5
359582,41597852,98,21,93,8
360016,45655960,29,1,14,7
360103,85904299,14,5,6,5
36023,15124520,27,4,11,8
360893,42142178,2,0,0,6
360909,83947009,71,7,19,6
360910,83947009,71,7,19,6
360958,84564167,300,112,0,4
361101,91588629,7,2,0,4
36178,39974245,37,2,0,7
361923,71140167,19,9,11,8
362060,80881129,6,2,0,4
362401,55179614,7,6,2,6
362501,38447805,2,0,0,6
362703,63036531,30,3,0,10
363066,39974245,37,2,0,7
363189,22551349,11,1,55,10
363562,81791748,25,7,3,8
363563,81791748,25,7,3,8
363693,47583155,2,1,0,6
363713,68758020,53,26,237,8
364143,43486388,3,2,0,6
364293,57918789,31,4,54,8
364319,30062330,16,4,8,7
364498,30078602,63,0,6,10
364818,68062775,59,14,3,6
36487,44319376,,,,
364950,75567150,7,3,0,5
365193,90480464,35,12,0,5
36536,95890486,12,3,4,5
366389,40293216,72,46,0,7
366390,40293216,72,46,0,7
366644,78586348,14,9,2,4
366941,14479635,88,14,23,12
367299,88417162,1,1,0,4
367758,52626322,13,2,2,6
367759,52626322,13,2,2,6
367875,68072053,16,2,0,9
367913,74897953,22,9,64,6
367914,74897953,22,9,64,6
368117,41597852,98,21,93,8
368394,67945149,83,14,201,10
368448,27120641,460,34,802,11
368705,75567150,7,3,0,5
369081,52626322,13,2,2,6
369184,34647497,14,2,8,9
369205,74897953,22,9,64,6
369217,51131840,22,5,21,8
369507,93934595,9,1,9,4
369695,29408527,28,2,60,9
36983,70752864,86,27,4,7
369961,79741089,19,1,8,10
37007,27120641,460,34,802,11
37067,52626322,13,2,2,6
37068,52626322,13,2,2,6
37121,51873666,21,4,10,6
371290,40394406,110,31,5,6
371291,40394406,110,31,5,6
371553,92831858,60,14,94,8
371878,38447805,2,0,0,6
372557,93096500,3,2,0,7
372773,65095968,0,0,1,3
372778,95401408,4,2,1,6
372916,22997582,39,4,40,10
372960,65095968,0,0,1,3
373133,81219823,43,3,2,5
373424,90477877,22,1,14,6
373447,40994223,98,21,93,8
373519,45655960,29,1,14,7
373596,36578950,,,,
373702,36578950,,,,
373879,60057963,35,2,104,7
37408,30062330,16,4,8,7
37409,30062330,16,4,8,7
374196,35895870,44,3,45,10
374212,29408527,28,2,60,9
374375,43584002,86,26,320,7
375376,92964180,12,4,0,5
375433,85733763,27,6,3,7
375483,79671291,7,1,0,6
375858,68758020,53,26,237,8
376169,95890486,12,3,4,5
376240,71250527,9,0,3,6
376438,76158952,11,1,4,7
376534,71250527,9,0,3,6
376616,45106953,15,5,4,7
376765,70043832,6,2,2,6
376995,74897953,22,9,64,6
377067,70043832,6,2,2,6
377213,68604593,10,2,15,7
377254,49469452,27,3,10,9
377265,65076365,351,18,15,7
377338,74897953,22,9,64,6
377354,90590288,24,12,8,6
377420,68604593,10,2,15,7
377489,41806912,10,3,6,8
377491,93096500,3,2,0,7
377795,26091051,56,6,38,9
377977,72406483,22,2,13,7
377978,72406483,22,2,13,7
37809,15124520,27,4,11,8
378165,68604593,10,2,15,7
37819,71908879,99,85,0,5
378402,73209564,186,34,8962,11
378531,79552351,37,1,64,12
379160,55179614,7,6,2,6
379385,66282949,26,5,57,9
379545,47655725,8,0,0,7
379807,34647497,14,2,8,9
379966,81219823,43,3,2,5
380089,55952847,127,16,54,10
380468,81017095,1253,95,451,10
380546,60057963,35,2,104,7
380714,81017095,1253,95,451,10
381341,79671291,7,1,0,6
381686,75567150,7,3,0,5
382071,76065931,8,3,3,5
382433,74897953,22,9,64,6
382497,82875918,3,1,2,5
382900,69742672,11,3,4,7
383058,41838819,2,0,0,6
383280,26768455,84,0,0,5
383356,88904135,7,2,2,5
383465,93096500,3,2,0,7
383496,30078602,63,0,6,10
383551,23398634,230,54,0,6
38398,87641713,46,25,30,5
384004,41838819,2,0,0,6
38420,59801052,4,2,1,5
384212,74897953,22,9,64,6
384298,30078602,63,0,6,10
385462,85932973,38,6,14,6
385814,74897953,22,9,64,6
385997,47644193,35,7,10,6
386048,73967577,58,2,16,6
386079,63193884,50,14,27,6
38674,33995773,24,1,4,9
387065,60493345,7,6,0,5
387138,81017095,1253,95,451,10
387224,93096500,3,2,0,7
387986,73209564,186,34,8962,11
388911,64606807,133,17,39,13
389089,79741089,19,1,8,10
389238,64606807,133,17,39,13
389316,65786046,11,7,7,7
389617,75626605,19,4,7,6
389620,34647497,14,2,8,9
389666,61073464,,,,
389716,45106953,15,5,4,7
389769,85632190,10,4,0,5
390071,68741949,22,2,17,6
390107,83947009,71,7,19,6
390160,47644193,35,7,10,6
390185,85632190,10,4,0,5
390465,41806912,10,3,6,8
391079,15124520,27,4,11,8
391593,76197327,33,8,0,5
391668,47042287,13,6,0,6
391765,84335083,244,23,1493,11
392194,39974245,37,2,0,7
392637,83947009,71,7,19,6
392809,52473787,17,7,3,8
39331,92964180,12,4,0,5
39358,31484674,69,5,2,9
39369,81004381,31,8,24,8
393848,34647497,14,2,8,9
393994,74792506,7,2,4,10
394340,81190104,48,5,0,5
394495,84634570,18,4,1,4
394630,80908798,22,20,1,4
394928,60493345,7,6,0,5
395093,55179614,7,6,2,6
395209,80881129,6,2,0,4
39525,75994523,27,9,12,6
395409,58408379,19,4,1,6
395627,34647497,14,2,8,9
396063,15124520,27,4,11,8
396085,33913009,19,1,14,11
396111,47583155,2,1,0,6
396112,47583155,2,1,0,6
396113,47583155,2,1,0,6
396202,15124520,27,4,11,8
396320,95883737,2,1,0,6
396991,42266354,5,0,9,7
397521,15124520,27,4,11,8
397522,15124520,27,4,11,8
397868,51168679,3,2,0,5
398034,15124520,27,4,11,8
398087,84757143,17,3,0,5
398182,15124520,27,4,11,8
399523,69056869,71,13,7,7
399595,52626322,13,2,2,6
400369,27978900,3,0,2,8
400692,39974245,37,2,0,7
400908,89024985,40,14,19,8
400992,52626322,13,2,2,6
401116,89763044,86,7,71,9
401638,29982328,18,3,17,6
401953,82157744,5,2,19,11
401991,68758020,53,26,237,8
402696,90906789,16,1,0,6
402843,81606063,13,0,2,9
402844,81606063,13,0,2,9
403208,41753170,26,0,4,6
403269,43584002,86,26,320,7
403526,22551349,11,1,55,10
403873,73537105,86,16,237,6
40438,41753939,48,21,19,8
404442,81700215,34,1,13,6
404445,50816064,35,13,18,6
40464,75567150,7,3,0,5
404664,95175467,50,23,1,9
404902,73209564,186,34,8962,11
405056,88977476,76,6,98,9
40529,25065275,40,0,26,8
405580,80322683,34,2,1,8
405675,93292118,131,16,227,5
405806,90909152,25,4,49,8
405832,70167315,86,3,57,7
406265,88677332,34,8,15,6
406463,39974245,37,2,0,7
406498,77769686,100,7,67,9
406574,93096500,3,2,0,7
407727,30078602,63,0,6,10
407765,23398634,230,54,0,6
407870,44220745,26,2,4,11
407871,44220745,26,2,4,11
40808,52626322,13,2,2,6
40819,90595916,7,2,5,7
408357,91462487,80,16,3,7
409320,70344616,15,1,17,9
409321,70344616,15,1,17,9
409859,40454044,1,0,0,6
409945,56629711,21,3,3,7
410180,89599410,10,5,0,6
410181,89599410,10,5,0,6
410308,83335372,5,1,0,5
410313,26091051,56,6,38,9
41080,8485124,14,5,897,10
411050,96188406,38,9,103,8
411222,89024985,40,14,19,8
411867,67824983,29,0,0,8
41216,52416266,53,6,62,7
41224,47778684,46,6,43,9
412600,24748843,26,0,7,7
4135,17724475,4,0,0,7
413542,78586348,14,9,2,4
414019,54928185,50,13,2,10
414153,36578950,,,,
414289,36578950,,,,
414491,95175467,50,23,1,9
414864,70536111,7,1,3,5
415314,54361124,61,8,43,7
415556,90480464,35,12,0,5
415586,43486388,3,2,0,6
4157,76158952,11,1,4,7
415862,85816890,126,19,22,7
415880,76670855,23,4,3,9
416003,76670855,23,4,3,9
416049,62939462,27,9,6,6
416868,45655960,29,1,14,7
41705,30078602,63,0,6,10
41735,68741949,22,2,17,6
417794,88417162,1,1,0,4
418711,57918789,31,4,54,8
418762,59801052,4,2,1,5
418856,68233974,19,11,0,5
418900,72406483,22,2,13,7
418901,72406483,22,2,13,7
419431,20598404,,,,
419499,76602490,6,2,4,8
419500,76602490,6,2,4,8
419513,90480464,35,12,0,5
419776,76602490,6,2,4,8
419777,76602490,6,2,4,8
419818,93096500,3,2,0,7
419915,91130687,45,19,60,7
420120,82633076,2,2,1,4
420646,89198996,67,38,31,6
421127,92964180,12,4,0,5
421559,88834969,6,0,0,4
421641,80882387,7,3,1,4
421703,38447805,2,0,0,6
421742,41806912,10,3,6,8
421743,41806912,10,3,6,8
422218,52626322,13,2,2,6
422404,52626322,13,2,2,6
422856,95175467,50,23,1,9
423069,47042287,13,6,0,6
423428,67082558,36,28,21,5
42362,45106953,15,5,4,7
4237,17724475,4,0,0,7
423854,45655960,29,1,14,7
423856,54361124,61,8,43,7
423897,39974245,37,2,0,7
424335,47778684,46,6,43,9
424378,92964180,12,4,0,5
424520,89024985,40,14,19,8
424816,20816340,2,1,3,7
424904,91588629,7,2,0,4
424905,91588629,7,2,0,4
425043,93096500,3,2,0,7
425290,41597852,98,21,93,8
425374,96928086,25,2,35,5
425432,77769686,100,7,67,9
425720,44220745,26,2,4,11
425721,44220745,26,2,4,11
